customer_name,customer_key,custome_number,Age,Age_group,cx_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,AOV,AMS
Elijah Kumar,4198,AW00015197,62,50 and Above,Regular,2014-01-17,139,3,192,10,7,145,64,1.32413793103448
Elijah Lal,15265,AW00026264,63,50 and Above,Regular,2013-03-21,149,1,31,2,2,149,31,0.208053691275168
Elijah Li,5741,AW00016740,79,50 and Above,VIP,2013-02-14,150,2,6099,5,5,175,3049,34.8514285714286
Elijah Long,7865,AW00018864,60,50 and Above,Regular,2013-12-05,140,1,2332,4,4,140,2332,16.6571428571429
Elijah McDonald,7912,AW00018911,45,40 - 49,Regular,2013-11-22,141,1,64,3,3,141,64,0.453900709219858
Elijah Mitchell,13388,AW00024387,62,50 and Above,Regular,2013-12-25,140,1,540,1,1,140,540,3.85714285714286
Elijah Nelson,1880,AW00012879,42,40 - 49,Regular,2013-12-22,140,1,37,3,3,140,37,0.264285714285714
Elijah Parker,8716,AW00019715,60,50 and Above,Regular,2013-07-13,145,1,124,2,2,145,124,0.855172413793103
Elijah Patterson,15071,AW00026070,64,50 and Above,VIP,2013-07-27,145,2,5768,3,3,165,2884,34.9575757575758
Elijah Perez,4467,AW00015466,50,50 and Above,Regular,2013-12-06,140,2,1587,3,3,158,793,10.0443037974684
Elijah Perry,18008,AW00029007,70,50 and Above,Regular,2013-12-03,140,1,25,1,1,140,25,0.178571428571429
Elijah Phillips,17836,AW00028835,51,50 and Above,Regular,2011-06-19,170,1,3578,1,1,170,3578,21.0470588235294
Elijah Powell,12114,AW00023113,46,40 - 49,VIP,2013-12-03,140,2,5997,3,3,168,2998,35.6964285714286
Elijah Roberts,15729,AW00026728,61,50 and Above,Regular,2013-08-31,144,2,4455,5,5,157,2227,28.375796178344
Elijah Ross,326,AW00011325,81,50 and Above,VIP,2013-01-31,151,2,6044,7,7,167,3022,36.1916167664671
Elijah Russell,836,AW00011835,55,50 and Above,Regular,2013-05-18,147,2,4772,7,7,151,2386,31.6026490066225
Elijah Scott,18036,AW00029035,66,50 and Above,Regular,2013-12-16,140,1,29,2,2,140,29,0.207142857142857
Elijah Shan,15796,AW00026795,79,50 and Above,Regular,2013-11-10,141,2,1992,4,4,154,996,12.9350649350649
Elijah Sharma,8895,AW00019894,67,50 and Above,Regular,2013-05-30,147,1,70,1,1,147,70,0.476190476190476
Elijah Wang,10758,AW00021757,71,50 and Above,Regular,2014-01-23,139,1,74,4,4,139,74,0.532374100719424
Elijah Washington,14017,AW00025016,43,40 - 49,Regular,2013-07-25,145,1,5,1,1,145,5,0.0344827586206897
Elijah Wright,14578,AW00025577,53,50 and Above,Regular,2013-12-26,140,1,1155,2,2,140,1155,8.25
Elijah Yang,3745,AW00014744,64,50 and Above,Regular,2013-09-21,143,2,1505,5,5,168,752,8.95833333333333
Elijah Young,13839,AW00024838,57,50 and Above,Regular,2013-09-19,143,1,23,2,2,143,23,0.160839160839161
Elijah Zhang,17790,AW00028789,63,50 and Above,Regular,2014-01-28,139,1,8,1,1,139,8,0.0575539568345324
Elizabeth Alexander,2090,AW00013089,60,50 and Above,VIP,2013-11-12,141,3,6800,6,6,159,2266,42.7672955974843
Elizabeth Barnes,13940,AW00024939,81,50 and Above,Regular,2013-08-18,144,1,7,2,2,144,7,0.0486111111111111
Elizabeth Bradley,18477,AW00029476,61,50 and Above,Regular,2011-07-21,169,1,3400,1,1,169,3400,20.1183431952663
Elizabeth Brown,16091,AW00027090,51,50 and Above,Regular,2012-09-24,155,1,2049,1,1,155,2049,13.2193548387097
Elizabeth Bryant,6408,AW00017407,80,50 and Above,Regular,2013-05-08,147,1,55,2,2,147,55,0.374149659863946
Elizabeth Butler,10058,AW00021057,95,50 and Above,Regular,2013-11-04,141,1,2395,4,4,141,2395,16.9858156028369
Elizabeth Clark,15006,AW00026005,59,50 and Above,Regular,2013-11-28,141,2,4624,3,3,167,2312,27.688622754491
Elizabeth Coleman,933,AW00011932,41,40 - 49,Regular,2013-07-25,145,2,136,6,6,148,68,0.918918918918919
Elizabeth Davis,960,AW00011959,47,40 - 49,Regular,2013-11-10,141,2,139,4,4,149,69,0.932885906040268
Elizabeth Diaz,16190,AW00027189,44,40 - 49,Regular,2013-09-10,143,1,58,3,3,143,58,0.405594405594406
Elizabeth Garcia,3758,AW00014757,58,50 and Above,Regular,2013-09-08,143,2,1538,3,3,166,769,9.26506024096386
Elizabeth Gonzales,8690,AW00019689,64,50 and Above,Regular,2013-06-15,146,1,681,5,5,146,681,4.66438356164384
Elizabeth Griffin,11138,AW00022137,80,50 and Above,Regular,2013-12-05,140,1,1184,4,4,140,1184,8.45714285714286
Elizabeth Hall,2475,AW00013474,66,50 and Above,Regular,2013-10-21,142,4,340,14,13,147,85,2.31292517006803
Elizabeth Harris,17832,AW00028831,50,50 and Above,Regular,2011-06-20,170,1,3578,1,1,170,3578,21.0470588235294
Elizabeth Hayes,6664,AW00017663,59,50 and Above,Regular,2013-03-23,149,1,7,2,2,149,7,0.0469798657718121
Elizabeth Henderson,3729,AW00014728,43,40 - 49,Regular,2013-08-23,144,2,1562,4,4,169,781,9.24260355029586
Elizabeth Hughes,16030,AW00027029,64,50 and Above,Regular,2014-01-12,139,1,31,3,3,139,31,0.223021582733813
Elizabeth Jackson,5838,AW00016837,54,50 and Above,Regular,2013-12-17,140,2,156,3,3,144,78,1.08333333333333
Elizabeth Jenkins,3167,AW00014166,97,50 and Above,Regular,2013-02-14,150,1,72,2,2,150,72,0.48
Elizabeth Johnson,5,AW00011004,46,40 - 49,VIP,2013-05-01,147,3,8196,6,6,175,2732,46.8342857142857
Elizabeth Jones,266,AW00011265,55,50 and Above,Regular,2013-01-03,151,1,2352,3,3,151,2352,15.5761589403974
Elizabeth Lee,2274,AW00013273,87,50 and Above,Regular,2013-05-14,147,2,4658,4,4,162,2329,28.7530864197531
Elizabeth Lewis,10269,AW00021268,46,40 - 49,Regular,2013-10-07,142,1,1726,2,2,142,1726,12.1549295774648
Elizabeth Long,1783,AW00012782,47,40 - 49,Regular,2013-07-02,145,1,2401,4,4,145,2401,16.5586206896552
Elizabeth Martin,8650,AW00019649,40,40 - 49,Regular,2013-09-25,143,1,79,2,2,143,79,0.552447552447552
Elizabeth Martinez,15067,AW00026066,63,50 and Above,VIP,2013-07-18,145,2,5832,6,6,165,2916,35.3454545454545
Elizabeth Miller,18110,AW00029109,45,40 - 49,Regular,2013-05-01,147,1,6,2,2,147,6,0.0408163265306122
Elizabeth Moore,11353,AW00022352,62,50 and Above,Regular,2013-09-07,143,1,10,1,1,143,10,0.0699300699300699
Elizabeth Patterson,2323,AW00013322,67,50 and Above,Regular,2013-05-09,147,1,86,2,2,147,86,0.585034013605442
Elizabeth Perry,4075,AW00015074,100,50 and Above,Regular,2014-01-19,139,1,86,2,2,139,86,0.618705035971223
Elizabeth Powell,17307,AW00028306,51,50 and Above,Regular,2013-07-30,145,1,5,1,1,145,5,0.0344827586206897
Elizabeth Price,3465,AW00014464,58,50 and Above,Regular,2013-07-03,145,2,3357,4,4,152,1678,22.0855263157895
Elizabeth Robinson,3257,AW00014256,77,50 and Above,Regular,2013-06-10,146,2,3342,3,3,158,1671,21.1518987341772
Elizabeth Rodriguez,7130,AW00018129,63,50 and Above,Regular,2013-06-05,146,1,96,3,3,146,96,0.657534246575342
Elizabeth Ross,3119,AW00014118,47,40 - 49,Regular,2013-09-18,143,2,4741,4,4,148,2370,32.0337837837838
Elizabeth Russell,15625,AW00026624,53,50 and Above,Regular,2013-08-25,144,2,2826,3,3,158,1413,17.8860759493671
Elizabeth Simmons,10462,AW00021461,75,50 and Above,Regular,2013-10-30,142,1,142,2,2,142,142,1
Elizabeth Taylor,10902,AW00021901,56,50 and Above,Regular,2014-01-02,139,1,15,2,2,139,15,0.107913669064748
Elizabeth Thomas,4283,AW00015282,56,50 and Above,Regular,2013-10-06,142,1,7,2,2,142,7,0.0492957746478873
Elizabeth Thompson,865,AW00011864,58,50 and Above,Regular,2013-06-06,146,2,48,3,3,149,24,0.322147651006711
Elizabeth Walker,16458,AW00027457,52,50 and Above,Regular,2013-08-29,144,1,58,3,3,144,58,0.402777777777778
Elizabeth Weisman,709,AW00011708,51,50 and Above,VIP,2013-05-28,147,2,5908,4,4,166,2954,35.5903614457831
Elizabeth West,15605,AW00026604,51,50 and Above,Regular,2013-09-16,143,2,4442,3,3,158,2221,28.1139240506329
Elizabeth White,9003,AW00020002,50,50 and Above,Regular,2013-12-09,140,1,590,4,4,140,590,4.21428571428571
Elizabeth Wilson,509,AW00011508,53,50 and Above,Regular,2013-05-14,147,2,77,4,4,147,38,0.523809523809524
Elizabeth Wood,15313,AW00026312,49,40 - 49,Regular,2013-01-06,151,2,2881,5,5,161,1440,17.8944099378882
Emily Alexander,10425,AW00021424,52,50 and Above,Regular,2013-10-09,142,1,1170,2,2,142,1170,8.23943661971831
Emily Anderson,14221,AW00025220,53,50 and Above,Regular,2013-03-10,149,1,23,2,2,149,23,0.154362416107383
Emily Barnes,4997,AW00015996,62,50 and Above,Regular,2013-05-15,147,1,565,1,1,147,565,3.84353741496599
Emily Bennett,7683,AW00018682,46,40 - 49,Regular,2013-09-26,143,1,70,1,1,143,70,0.48951048951049
Emily Brown,10915,AW00021914,40,40 - 49,Regular,2013-04-20,148,1,40,2,2,148,40,0.27027027027027
Emily Bryant,16228,AW00027227,62,50 and Above,Regular,2012-10-22,154,1,2071,1,1,154,2071,13.4480519480519
Emily Butler,9965,AW00020964,79,50 and Above,Regular,2013-08-30,144,1,39,2,2,144,39,0.270833333333333
Emily Clark,1087,AW00012086,72,50 and Above,Regular,2013-05-14,147,1,2295,1,1,147,2295,15.6122448979592
Emily Coleman,7577,AW00018576,42,40 - 49,Regular,2013-11-16,141,1,79,2,2,141,79,0.560283687943262
Emily Davis,16268,AW00027267,45,40 - 49,Regular,2012-08-14,156,1,783,1,1,156,783,5.01923076923077
Emily Diaz,12803,AW00023802,57,50 and Above,Regular,2013-12-03,140,1,33,1,1,140,33,0.235714285714286
Emily Flores,2207,AW00013206,69,50 and Above,Regular,2013-09-02,143,3,163,11,8,150,54,1.08666666666667
Emily Foster,8780,AW00019779,47,40 - 49,Regular,2013-06-30,146,1,70,1,1,146,70,0.479452054794521
Emily Garcia,12193,AW00023192,55,50 and Above,Regular,2013-09-05,143,1,32,2,2,143,32,0.223776223776224
Emily Gonzales,10778,AW00021777,73,50 and Above,Regular,2013-11-24,141,1,181,2,2,141,181,1.28368794326241
Emily Griffin,8658,AW00019657,48,40 - 49,Regular,2013-06-22,146,1,756,5,5,146,756,5.17808219178082
Emily Hall,3527,AW00014526,58,50 and Above,Regular,2013-06-15,146,1,29,2,2,146,29,0.198630136986301
Emily Harris,8863,AW00019862,71,50 and Above,Regular,2013-07-17,145,2,99,3,3,148,49,0.668918918918919
Emily Hayes,8185,AW00019184,43,40 - 49,Regular,2013-04-08,148,1,25,1,1,148,25,0.168918918918919
Emily Hughes,7124,AW00018123,61,50 and Above,Regular,2013-03-03,149,1,5,1,1,149,5,0.0335570469798658
Emily Jackson,14093,AW00025092,54,50 and Above,Regular,2013-01-07,151,1,1258,4,4,151,1258,8.33112582781457
Emily Jenkins,15677,AW00026676,62,50 and Above,Regular,2013-12-27,140,2,2805,4,4,158,1402,17.753164556962
Emily Johnson,86,AW00011085,62,50 and Above,Regular,2014-01-08,139,2,129,5,5,140,64,0.921428571428571
Emily Jones,5660,AW00016659,64,50 and Above,VIP,2013-12-09,140,2,5873,2,2,174,2936,33.7528735632184
Emily Lee,9586,AW00020585,63,50 and Above,Regular,2013-08-27,144,1,32,3,3,144,32,0.222222222222222
Emily Long,15141,AW00026140,53,50 and Above,Regular,2013-10-18,142,2,1917,4,4,161,958,11.9068322981366
Emily Martin,2488,AW00013487,82,50 and Above,Regular,2013-06-19,146,2,4534,4,4,159,2267,28.5157232704403
Emily Martinez,6865,AW00017864,54,50 and Above,Regular,2013-09-07,143,1,1751,2,2,143,1751,12.2447552447552
Emily Miller,334,AW00011333,57,50 and Above,VIP,2013-07-14,145,3,8163,6,6,173,2721,47.1849710982659
Emily Moore,3351,AW00014350,44,40 - 49,Regular,2013-09-18,143,1,72,4,4,143,72,0.503496503496504
Emily Patterson,4336,AW00015335,70,50 and Above,Regular,2013-11-08,141,1,40,2,2,141,40,0.283687943262411
Emily Perry,15650,AW00026649,50,50 and Above,Regular,2013-09-28,143,2,4433,2,2,159,2216,27.8805031446541
Emily Powell,6557,AW00017556,76,50 and Above,Regular,2013-04-05,148,1,5,1,1,148,5,0.0337837837837838
Emily Price,14281,AW00025280,44,40 - 49,Regular,2013-12-23,140,1,39,3,3,140,39,0.278571428571429
Emily Robinson,1184,AW00012183,59,50 and Above,Regular,2013-07-09,145,4,229,10,8,150,57,1.52666666666667
Emily Rodriguez,16560,AW00027559,54,50 and Above,Regular,2012-12-24,152,1,2049,1,1,152,2049,13.4802631578947
Emily Ross,9640,AW00020639,64,50 and Above,Regular,2013-08-19,144,1,2466,4,4,144,2466,17.125
Emily Russell,6031,AW00017030,55,50 and Above,Regular,2013-05-06,147,1,1701,1,1,147,1701,11.5714285714286
Emily Simmons,16024,AW00027023,59,50 and Above,Regular,2013-04-13,148,1,60,3,3,148,60,0.405405405405405
Emily Smith,6693,AW00017692,46,40 - 49,Regular,2013-09-04,143,1,14,2,2,143,14,0.0979020979020979
Emily Taylor,6170,AW00017169,68,50 and Above,Regular,2013-03-19,149,1,5,1,1,149,5,0.0335570469798658
Emily Thomas,10804,AW00021803,68,50 and Above,Regular,2013-10-26,142,1,40,2,2,142,40,0.28169014084507
Emily Thompson,4490,AW00015489,51,50 and Above,Regular,2013-12-03,140,2,1685,5,5,157,842,10.7324840764331
Emily Walker,4747,AW00015746,76,50 and Above,Regular,2013-12-03,140,1,5,1,1,140,5,0.0357142857142857
Emily Washington,13255,AW00024254,41,40 - 49,Regular,2013-12-26,140,1,604,2,2,140,604,4.31428571428571
Emily White,4918,AW00015917,67,50 and Above,Regular,2013-12-24,140,2,4679,2,2,144,2339,32.4930555555556
Emily Williams,5368,AW00016367,48,40 - 49,Regular,2013-10-28,142,1,40,2,2,142,40,0.28169014084507
Emily Wilson,6401,AW00017400,64,50 and Above,Regular,2013-09-11,143,1,2332,4,4,143,2332,16.3076923076923
Emily Wood,162,AW00011161,46,40 - 49,Regular,2013-11-11,141,2,94,6,6,146,47,0.643835616438356
Emma Anderson,7581,AW00018580,45,40 - 49,Regular,2013-04-13,148,1,1170,2,2,148,1170,7.90540540540541
Emma Bailey,14045,AW00025044,44,40 - 49,Regular,2013-05-20,147,1,37,2,2,147,37,0.251700680272109
Emma Bennett,8881,AW00019880,70,50 and Above,Regular,2013-03-30,149,1,70,1,1,149,70,0.469798657718121
Emma Bradley,3212,AW00014211,39,30 - 39,VIP,2013-08-05,144,3,5663,7,7,156,1887,36.3012820512821
Emma Brown,16617,AW00027616,54,50 and Above,VIP,2013-11-09,141,2,5998,5,5,176,2999,34.0795454545455
Emma Bryant,7570,AW00018569,54,50 and Above,Regular,2013-02-06,150,1,5,1,1,150,5,0.0333333333333333
Emma Butler,9395,AW00020394,79,50 and Above,Regular,2013-07-03,145,1,1158,4,4,145,1158,7.98620689655172
Emma Clark,2071,AW00013070,46,40 - 49,Regular,2013-03-18,149,1,57,2,2,149,57,0.38255033557047
Emma Coleman,16685,AW00027684,70,50 and Above,Regular,2013-09-03,143,1,60,3,3,143,60,0.41958041958042
Emma Cook,3118,AW00014117,51,50 and Above,Regular,2013-06-13,146,2,3352,4,4,159,1676,21.0817610062893
Emma Cooper,3742,AW00014741,65,50 and Above,Regular,2013-09-19,143,2,1588,4,4,167,794,9.50898203592814
Emma Cox,16250,AW00027249,48,40 - 49,Regular,2013-02-23,150,1,29,1,1,150,29,0.193333333333333
Emma Davis,12025,AW00023024,58,50 and Above,Regular,2013-05-13,147,1,107,4,4,147,107,0.727891156462585
Emma Diaz,7712,AW00018711,53,50 and Above,Regular,2014-01-10,139,2,86,4,4,143,43,0.601398601398601
Emma Flores,4544,AW00015543,58,50 and Above,Regular,2013-10-03,142,3,181,5,5,148,60,1.22297297297297
Emma Foster,4469,AW00015468,49,40 - 49,Regular,2013-10-10,142,3,437,10,10,150,145,2.91333333333333
Emma Garcia,12020,AW00023019,49,40 - 49,Regular,2013-05-15,147,1,613,5,5,147,613,4.17006802721088
Emma Gonzales,4682,AW00015681,65,50 and Above,Regular,2013-06-23,146,2,106,5,5,150,53,0.706666666666667
Emma Gray,12375,AW00023374,57,50 and Above,Regular,2013-10-12,142,1,589,4,4,142,589,4.14788732394366
Emma Griffin,17589,AW00028588,66,50 and Above,Regular,2011-04-13,172,1,3578,1,1,172,3578,20.8023255813953
Emma Hall,18014,AW00029013,64,50 and Above,Regular,2012-02-21,162,1,2182,1,1,162,2182,13.4691358024691
Emma Harris,6555,AW00017554,71,50 and Above,Regular,2013-02-15,150,1,40,2,2,150,40,0.266666666666667
Emma Henderson,5019,AW00016018,41,40 - 49,Regular,2013-02-04,150,1,90,3,3,150,90,0.6
Emma Howard,9524,AW00020523,72,50 and Above,Regular,2013-11-27,141,1,15,2,2,141,15,0.106382978723404
Emma Hughes,4013,AW00015012,43,40 - 49,Regular,2013-12-20,140,1,40,2,2,140,40,0.285714285714286
Emma Jackson,5923,AW00016922,42,40 - 49,Regular,2014-01-22,139,1,99,4,4,139,99,0.712230215827338
Emma James,1782,AW00012781,64,50 and Above,Regular,2013-06-18,146,1,2330,2,2,146,2330,15.958904109589
Emma Jenkins,13855,AW00024854,66,50 and Above,Regular,2013-07-06,145,1,23,2,2,145,23,0.158620689655172
Emma Johnson,4137,AW00015136,48,40 - 49,Regular,2013-09-08,143,2,62,3,3,151,31,0.410596026490066
Emma Jones,13262,AW00024261,43,40 - 49,Regular,2013-07-12,145,1,72,3,3,145,72,0.496551724137931
Emma Kelly,4647,AW00015646,41,40 - 49,Regular,2013-11-08,141,2,3804,3,3,153,1902,24.8627450980392
Emma Lee,5949,AW00016948,44,40 - 49,Regular,2014-01-05,139,3,248,9,8,148,82,1.67567567567568
Emma Lewis,11244,AW00022243,50,50 and Above,Regular,2013-12-04,140,1,1170,2,2,140,1170,8.35714285714286
Emma Long,13510,AW00024509,43,40 - 49,Regular,2013-11-07,141,1,35,2,2,141,35,0.24822695035461
Emma Martinez,5735,AW00016734,82,50 and Above,Regular,2013-06-11,146,2,129,3,3,148,64,0.871621621621622
Emma Miller,17408,AW00028407,56,50 and Above,Regular,2011-05-14,171,1,3375,1,1,171,3375,19.7368421052632
Emma Moore,15352,AW00026351,55,50 and Above,Regular,2013-04-11,148,2,2800,3,3,160,1400,17.5
Emma Morgan,18160,AW00029159,54,50 and Above,Regular,2012-04-23,160,1,2443,1,1,160,2443,15.26875
Emma Morris,6821,AW00017820,54,50 and Above,Regular,2013-04-18,148,1,4,1,1,148,4,0.027027027027027
Emma Murphy,8845,AW00019844,76,50 and Above,VIP,2013-11-08,141,2,5808,7,7,172,2904,33.7674418604651
Emma Patterson,3942,AW00014941,53,50 and Above,VIP,2013-11-26,141,3,6865,7,7,169,2288,40.6213017751479
Emma Perry,10745,AW00021744,55,50 and Above,Regular,2013-09-29,143,1,50,3,3,143,50,0.34965034965035
Emma Peterson,7417,AW00018416,60,50 and Above,Regular,2013-12-04,140,1,2370,4,4,140,2370,16.9285714285714
Emma Price,16640,AW00027639,57,50 and Above,Regular,2013-07-28,145,1,21,1,1,145,21,0.144827586206897
Emma Ramirez,18073,AW00029072,42,40 - 49,Regular,2013-12-24,140,1,129,3,3,140,129,0.921428571428571
Emma Reed,10937,AW00021936,55,50 and Above,Regular,2013-09-01,143,1,100,4,4,143,100,0.699300699300699
Emma Richardson,5990,AW00016989,49,40 - 49,Regular,2013-11-26,141,1,2320,1,1,141,2320,16.4539007092199
Emma Rivera,17845,AW00028844,46,40 - 49,Regular,2013-03-23,149,2,4337,4,4,170,2168,25.5117647058824
Emma Robinson,5845,AW00016844,50,50 and Above,Regular,2013-10-22,142,1,2370,4,4,142,2370,16.6901408450704
Emma Rodriguez,2192,AW00013191,71,50 and Above,Regular,2013-08-30,144,1,46,2,2,144,46,0.319444444444444
Emma Rogers,2073,AW00013072,41,40 - 49,Regular,2014-01-07,139,2,155,2,2,146,77,1.06164383561644
Emma Ross,7351,AW00018350,46,40 - 49,Regular,2013-10-20,142,1,1736,2,2,142,1736,12.2253521126761
Emma Russell,10513,AW00021512,65,50 and Above,Regular,2013-09-24,143,1,25,1,1,143,25,0.174825174825175
Emma Sanchez,775,AW00011774,47,40 - 49,VIP,2013-06-13,146,2,5900,3,3,166,2950,35.5421686746988
Emma Sandberg,3617,AW00014616,52,50 and Above,Regular,2013-07-07,145,2,1538,3,3,171,769,8.99415204678363
Emma Simmons,2941,AW00013940,52,50 and Above,Regular,2013-08-08,144,1,86,2,2,144,86,0.597222222222222
Emma Stewart,6672,AW00017671,63,50 and Above,Regular,2013-06-13,146,1,565,3,3,146,565,3.86986301369863
Emma Taylor,3913,AW00014912,62,50 and Above,Regular,2013-10-13,142,2,1547,4,4,166,773,9.31927710843373
Emma Thomas,7905,AW00018904,39,30 - 39,Regular,2013-09-17,143,1,608,4,4,143,608,4.25174825174825
Emma Thompson,8446,AW00019445,52,50 and Above,Regular,2013-10-27,142,1,64,3,3,142,64,0.450704225352113
Emma Torres,731,AW00011730,59,50 and Above,Regular,2014-01-08,139,2,134,5,4,147,67,0.91156462585034
Emma Walker,14210,AW00025209,70,50 and Above,Regular,2013-07-25,145,1,99,4,4,145,99,0.682758620689655
Emma Ward,10797,AW00021796,70,50 and Above,Regular,2013-08-18,144,1,60,2,2,144,60,0.416666666666667
Emma Washington,8124,AW00019123,45,40 - 49,Regular,2013-06-29,146,1,1170,2,2,146,1170,8.01369863013699
Emma Watson,6482,AW00017481,42,40 - 49,Regular,2013-05-03,147,2,127,5,5,148,63,0.858108108108108
Emma White,5091,AW00016090,53,50 and Above,Regular,2013-10-15,142,1,605,4,4,142,605,4.26056338028169
Emma Williams,5326,AW00016325,106,50 and Above,Regular,2013-11-22,141,2,171,4,4,142,85,1.20422535211268
Emma Wilson,16576,AW00027575,56,50 and Above,Regular,2012-11-30,153,1,2071,1,1,153,2071,13.5359477124183
Emmanuel Arun,17464,AW00028463,63,50 and Above,Regular,2013-09-07,143,1,21,1,1,143,21,0.146853146853147
Emmanuel Chandra,18363,AW00029362,52,50 and Above,Regular,2013-11-11,141,1,777,2,2,141,777,5.51063829787234
Emmanuel Fernandez,17956,AW00028955,48,40 - 49,Regular,2013-12-28,140,1,15,2,2,140,15,0.107142857142857
Emmanuel Garcia,1264,AW00012263,60,50 and Above,VIP,2013-12-27,140,3,6829,8,8,161,2276,42.416149068323
Emmanuel Kapoor,13120,AW00024119,43,40 - 49,Regular,2013-09-12,143,1,14,2,2,143,14,0.0979020979020979
Emmanuel Lopez,1560,AW00012559,79,50 and Above,VIP,2013-08-18,144,3,5634,6,6,157,1878,35.8853503184713
Emmanuel Madan,7654,AW00018653,54,50 and Above,Regular,2013-09-05,143,1,554,3,3,143,554,3.87412587412587
Emmanuel Malhotra,7333,AW00018332,80,50 and Above,Regular,2013-11-22,141,2,4752,3,3,170,2376,27.9529411764706
Emmanuel Martinez,10371,AW00021370,65,50 and Above,Regular,2013-07-16,145,1,40,2,2,145,40,0.275862068965517
Emmanuel Patel,3428,AW00014427,64,50 and Above,VIP,2013-08-27,144,3,8451,10,9,172,2817,49.1337209302326
Emmanuel Perez,13851,AW00024850,74,50 and Above,Regular,2013-09-07,143,1,625,3,3,143,625,4.37062937062937
Emmanuel Prasad,12676,AW00023675,80,50 and Above,Regular,2013-09-19,143,1,30,1,1,143,30,0.20979020979021
Emmanuel Raman,8555,AW00019554,56,50 and Above,Regular,2013-09-24,143,1,87,4,4,143,87,0.608391608391608
Emmanuel Rana,5399,AW00016398,52,50 and Above,Regular,2013-03-11,149,1,53,3,3,149,53,0.355704697986577
Emmanuel Rodriguez,17769,AW00028768,53,50 and Above,Regular,2013-11-01,141,1,5,1,1,141,5,0.0354609929078014
Emmanuel Sai,12418,AW00023417,51,50 and Above,Regular,2013-03-28,149,2,3337,3,3,157,1668,21.2547770700637
Emmanuel Sanchez,10857,AW00021856,70,50 and Above,Regular,2013-10-20,142,1,25,1,1,142,25,0.176056338028169
Emmanuel Smith,2977,AW00013976,52,50 and Above,Regular,2013-06-15,146,2,4512,3,3,152,2256,29.6842105263158
Emmanuel Subram,9796,AW00020795,58,50 and Above,Regular,2013-07-09,145,1,4,1,1,145,4,0.0275862068965517
Emmanuel Suri,15347,AW00026346,54,50 and Above,Regular,2013-06-23,146,1,65,3,3,146,65,0.445205479452055
Eric Adams,13778,AW00024777,43,40 - 49,Regular,2013-02-12,150,1,72,3,3,150,72,0.48
Eric Alexander,17186,AW00028185,49,40 - 49,Regular,2011-03-06,173,1,3578,1,1,173,3578,20.6820809248555
Eric Allen,7895,AW00018894,42,40 - 49,Regular,2013-12-14,140,1,2317,2,2,140,2317,16.55
Eric Baker,13358,AW00024357,51,50 and Above,Regular,2013-05-13,147,1,2443,3,3,147,2443,16.6190476190476
Eric Bryant,2472,AW00013471,60,50 and Above,Regular,2013-05-20,147,1,31,2,2,147,31,0.210884353741497
Eric Campbell,2355,AW00013354,70,50 and Above,Regular,2013-05-09,147,2,4499,3,3,162,2249,27.7716049382716
Eric Carter,8853,AW00019852,74,50 and Above,Regular,2013-03-17,149,1,70,1,1,149,70,0.469798657718121
Eric Chen,4494,AW00015493,46,40 - 49,Regular,2013-08-13,144,2,3100,3,3,158,1550,19.620253164557
Eric Coleman,8139,AW00019138,53,50 and Above,Regular,2013-11-30,141,1,70,1,1,141,70,0.49645390070922
Eric Collins,4276,AW00015275,43,40 - 49,Regular,2013-02-27,150,1,14,2,2,150,14,0.0933333333333333
Eric Diaz,7656,AW00018655,64,50 and Above,Regular,2013-11-28,141,1,1736,2,2,141,1736,12.3120567375887
Eric Edwards,13628,AW00024627,80,50 and Above,Regular,2013-07-14,145,1,69,2,2,145,69,0.475862068965517
Eric Evans,3649,AW00014648,92,50 and Above,Regular,2013-07-02,145,2,3024,4,4,170,1512,17.7882352941176
Eric Foster,11977,AW00022976,42,40 - 49,VIP,2013-11-25,141,2,5971,3,3,168,2985,35.5416666666667
Eric Gonzales,14294,AW00025293,56,50 and Above,Regular,2013-09-27,143,1,68,2,2,143,68,0.475524475524476
Eric Gonzalez,8093,AW00019092,46,40 - 49,Regular,2013-11-16,141,2,78,3,3,143,39,0.545454545454545
Eric Green,16381,AW00027380,67,50 and Above,Regular,2013-05-25,147,1,70,1,1,147,70,0.476190476190476
Eric Griffin,3882,AW00014881,55,50 and Above,Regular,2013-10-23,142,2,1854,3,3,165,927,11.2363636363636
Eric Hall,16156,AW00027155,40,40 - 49,Regular,2013-03-15,149,1,69,3,3,149,69,0.463087248322148
Eric Hayes,11965,AW00022964,79,50 and Above,Regular,2013-05-27,147,1,124,2,2,147,124,0.843537414965986
Eric Henderson,2458,AW00013457,65,50 and Above,Regular,2013-08-05,144,1,57,2,2,144,57,0.395833333333333
Eric Hill,14257,AW00025256,45,40 - 49,Regular,2013-02-27,150,1,68,3,3,150,68,0.453333333333333
Eric Hughes,17773,AW00028772,60,50 and Above,Regular,2011-05-07,171,1,3578,1,1,171,3578,20.9239766081871
Eric Jai,5154,AW00016153,62,50 and Above,Regular,2013-08-12,144,1,40,2,2,144,40,0.277777777777778
Eric Jenkins,15706,AW00026705,52,50 and Above,Regular,2013-09-28,143,2,4455,2,2,157,2227,28.375796178344
Eric King,7998,AW00018997,73,50 and Above,Regular,2013-08-31,144,1,70,1,1,144,70,0.486111111111111
